_id,first_name,last_name,email,title,birth_date
4327,Deborah,Baker,Deborah_Baker3986@bqkv0.center,"University of California, Davis","Thursday, April 22, 4202"
4328,Benny,Lane,Benny_Lane787@karnv.business,The Ohio State University,"Thursday, June 26, 6977"
4329,Joy,Morris,Joy_Morris3539@dbxli.store,University of Kansas,"Monday, August 5, 5022"
4330,Carmen,Walker,Carmen_Walker9592@lhp4j.digital,Boston University,"Wednesday, August 11, 5452"
4331,Liam,Wellington,Liam_Wellington1191@dbxli.auction,Brandeis University,"Monday, August 7, 9724"
4332,Clint,Anderson,Clint_Anderson2377@3wbkp.audio,Case Western Reserve University,"Tuesday, September 17, 5557"
4333,Rowan,Stone ,Rowan_Stone 1432@1kmd3.directory,Boston University,"Friday, September 20, 4954"
4334,Rose,Emmott,Rose_Emmott7043@ds59r.autos,University of Oklahoma,"Wednesday, February 15, 4862"
4335,John,Overson,John_Overson8741@dbxli.net,"University of California, Irvine","Friday, April 4, 9056"
4336,Analise,Redwood,Analise_Redwood7699@ckzyi.software,Drexel University,"Saturday, February 23, 7715"
4337,Gemma,Rixon,Gemma_Rixon9525@ds59r.name,Purdue University,"Saturday, August 10, 4205"
4338,Sebastian,Webster,Sebastian_Webster7192@uagvw.club,University of Michigan,"Wednesday, August 8, 9488"
4339,Megan,Hewitt,Megan_Hewitt5442@karnv.host,Tulane University,"Friday, December 25, 4499"
4340,Rocco,Radcliffe,Rocco_Radcliffe4030@lyvnc.digital,University of Michigan,"Friday, May 27, 8287"
4341,Natalie,Jefferson,Natalie_Jefferson6950@gkvds.meet,The University of Georgia,"Saturday, July 17, 2438"
4342,Noah,Willson,Noah_Willson8907@xtwt3.app,University of Chicago,"Sunday, October 17, 0951"
4343,Josh,Hudson,Josh_Hudson8537@ds59r.center,"University of Colorado, Denver","Friday, January 27, 4197"
4344,Kurt,Doherty,Kurt_Doherty6310@avn7d.site,University at Buffalo SUNY,"Saturday, December 29, 6429"
4345,Adelaide,Wilkinson,Adelaide_Wilkinson1691@1kmd3.catering,Dartmouth College,"Thursday, August 16, 7055"
4346,William,London,William_London4422@yvu30.website,The Katz School at Yeshiva University,"Wednesday, May 30, 7432"
4347,Agnes,Poole,Agnes_Poole75@iaart.business,"University of Maryland, College Park","Friday, February 22, 5343"
4348,Alba,Pearson,Alba_Pearson8968@iaart.edu,University of Pennsylvania,"Tuesday, August 1, 0395"
4349,Winnie,Broomfield,Winnie_Broomfield5989@p5emz.digital,California Institute of Technology (Caltech),"Sunday, May 18, 2673"
4350,Ronald,Strong,Ronald_Strong7341@gkvds.solutions,Colorado State University,"Saturday, March 31, 6463"
4351,Belinda,Roth,Belinda_Roth8836@dvqq2.audio,The University of Arizona,"Sunday, February 18, 1680"
4352,Carmen,Clifton,Carmen_Clifton1607@karnv.club,Drexel University,"Friday, September 14, 0959"
4353,Danny,Radley,Danny_Radley9595@p5emz.mobi,University of Chicago,"Wednesday, February 21, 6351"
4354,Rosalyn,Utterson,Rosalyn_Utterson6369@jh02o.space,Texas A&M University,"Wednesday, September 28, 4157"
4355,Remy,Uttridge,Remy_Uttridge152@p5emz.page,University of Florida,"Friday, April 9, 6151"
4356,Peter,Torres,Peter_Torres3260@avn7d.catering,The Ohio State University,"Thursday, June 30, 0472"
4357,Stella,Oldfield,Stella_Oldfield1398@v1wn5.online,University of Rochester,"Thursday, September 2, 3069"
4358,Hailey,Gonzales,Hailey_Gonzales3432@urn0m.org,Northwestern University,"Sunday, December 18, 4755"
4359,Rylee,Ryan,Rylee_Ryan3798@chkzl.zone,Clark University,"Thursday, September 30, 1886"
4360,Tara,Wellington,Tara_Wellington7589@ckzyi.shop,Northeastern University,"Thursday, November 7, 4729"
4361,Carissa,Ellison,Carissa_Ellison5501@zynuu.info,Rensselaer Polytechnic University,"Sunday, May 17, 5091"
4362,Barney,Uttley,Barney_Uttley5958@jh02o.org,California Institute of Technology (Caltech),"Monday, October 5, 4285"
4363,Carter,Fulton,Carter_Fulton6928@bcfhs.works,Boston College,"Friday, May 22, 7136"
4364,Michelle,Hammond,Michelle_Hammond9148@bcfhs.org,Carnegie Mellon University,"Tuesday, July 10, 8468"
4365,Charlotte,Garner,Charlotte_Garner6571@evyvh.property,Iowa State University,"Saturday, December 17, 0405"
4366,Ivette,Ryan,Ivette_Ryan1387@dvqq2.info,"University of Maryland, College Park","Tuesday, August 1, 3189"
4367,Phillip,Ross,Phillip_Ross1713@gnjps.space,Washington University in St. Louis,"Monday, July 15, 7371"
4368,Abbey,Hope,Abbey_Hope1364@iscmr.works,Carnegie Mellon University,"Thursday, September 2, 8280"
4369,Hank,Collins,Hank_Collins3719@zynuu.auction,Howard University,"Monday, September 25, 7911"
4370,Jade,Simpson,Jade_Simpson591@zynuu.autos,University of Colorado Boulder,"Friday, February 10, 4817"
4371,Andie,Gavin,Andie_Gavin8226@evyvh.catering,"University of North Carolina, Chapel Hill","Tuesday, August 22, 6215"
4372,Jacob,Hill,Jacob_Hill1800@nb44i.design,Virginia Polytechnic Institute and State University,"Thursday, March 16, 2682"
4373,Kurt,Chappell,Kurt_Chappell2363@v1wn5.solutions,University of Rochester,"Tuesday, May 17, 8478"
4374,Jacob,Downing,Jacob_Downing9981@evyvh.zone,Washington University in St. Louis,"Friday, February 8, 0182"
4375,Analise,Thomson,Analise_Thomson6507@ds59r.directory,University of Notre Dame,"Tuesday, November 13, 6531"
4376,Matt,Price,Matt_Price4332@1wa8o.net,Tulane University,"Tuesday, July 8, 4769"
4377,Wade,Upton,Wade_Upton2255@nb44i.site,"The University of Tennessee, Knoxville","Sunday, December 21, 7141"
4378,Hailey,Yard,Hailey_Yard7112@ckzyi.software,Wake Forest University,"Monday, January 6, 9406"
4379,Kate,Tait,Kate_Tait4152@nb44i.host,Iowa State University,"Sunday, September 7, 6955"
4380,Emma,Lewis,Emma_Lewis6218@xqj6f.center,University of Iowa,"Tuesday, March 22, 5481"
4381,Manuel,Ellis,Manuel_Ellis2678@ohqqh.design,University of Michigan,"Tuesday, October 1, 3168"
4382,Tony,Baker,Tony_Baker2810@voylg.property,University of Florida,"Sunday, October 25, 8268"
4383,Camden,Crawley,Camden_Crawley4154@bcfhs.video,Princeton University,"Friday, July 29, 0968"
4384,Thea,Glynn,Thea_Glynn6240@mpibr.space,"University of Illinois, Chicago (UIC)","Wednesday, May 31, 1713"
4385,Mandy,Truscott,Mandy_Truscott6084@dvqq2.store,University of Wisconsin-Madison,"Wednesday, November 26, 3958"
4386,Gabriel,Evans,Gabriel_Evans261@ds59r.us,University of Florida,"Saturday, August 12, 5713"
4387,Penny,Shelton,Penny_Shelton1942@chkzl.biz,George Washington University,"Wednesday, July 9, 0087"
4388,Lily,Robertson,Lily_Robertson2586@ptr6k.info,Oregon State University,"Sunday, October 6, 7399"
4389,Jayden,Russell,Jayden_Russell267@ag5wi.club,Columbia University,"Wednesday, July 19, 0186"
4390,Marvin,Samuel,Marvin_Samuel5829@yfxpw.auction,University of Miami,"Wednesday, July 17, 1371"
4391,Sebastian,Whatson,Sebastian_Whatson5231@kyb7t.zone,University of Hawai,"Tuesday, April 2, 0858"
4392,Lindsay,Kennedy,Lindsay_Kennedy1325@nanoff.space,Illinois Institute of Technology,"Monday, August 30, 2838"
4393,Sloane,Wheeler,Sloane_Wheeler4437@1wa8o.works,University of Delaware,"Saturday, August 22, 5615"
4394,Tyler,Samuel,Tyler_Samuel1919@dbxli.org,University of Minnesota,"Friday, November 19, 0917"
4395,Carmella,Douglas,Carmella_Douglas8434@jcf8v.info,Cornell University,"Sunday, February 18, 1280"
4396,Kieth,Andersson,Kieth_Andersson1616@gnjps.host,Emory University,"Friday, September 10, 3294"
4397,Elise,Button,Elise_Button3169@mpibr.app,University of Rochester,"Saturday, July 23, 2850"
4398,Kurt,Knight,Kurt_Knight5476@gnjps.ca,Northwestern University,"Sunday, February 18, 2790"
4399,Clint,Locke,Clint_Locke6534@ckzyi.catering,"University of Maryland, College Park","Wednesday, February 26, 4392"
4400,Angelina,Woods,Angelina_Woods1627@nanoff.catering,University of Rochester,"Monday, December 6, 9830"
4401,Barney,Baldwin,Barney_Baldwin4683@kyb7t.name,Boston College,"Friday, June 10, 7983"
4402,Benny,Yard,Benny_Yard4962@c2nyu.edu,The Ohio State University,"Sunday, March 30, 2279"
4403,Rosalyn,Tait,Rosalyn_Tait1249@1wa8o.host,University of South Florida,"Friday, December 3, 1328"
4404,Maxwell,Benfield,Maxwell_Benfield9125@cdpfn.edu,"University of Maryland, College Park","Tuesday, March 24, 2420"
4405,Isla,Norris,Isla_Norris9973@evyvh.store,Brown University,"Friday, December 25, 7609"
4406,Gemma,Attwood,Gemma_Attwood5238@yahoo.info,Tufts University,"Wednesday, August 22, 1804"
4407,Rick,Williams,Rick_Williams7655@p5emz.center,Carnegie Mellon University,"Thursday, June 11, 1716"
4408,Francesca,Brennan,Francesca_Brennan2661@1wa8o.host,"University of California, Santa Barbara (UCSB)","Monday, April 28, 5253"
4409,Jacob,Miller,Jacob_Miller6367@ckzyi.store,Lehigh University,"Friday, February 8, 9980"
4410,Eden,Rees,Eden_Rees223@v1wn5.media,Boston College,"Monday, February 12, 0677"
4411,Rufus,Radcliffe,Rufus_Radcliffe2648@evyvh.solutions,University of Vermont,"Saturday, May 6, 8169"
4412,Harry,Fenton,Harry_Fenton5923@xtwt3.software,California Institute of Technology (Caltech),"Thursday, September 28, 3380"
4413,Paige,Powell,Paige_Powell236@dbxli.zone,The University of Arizona,"Thursday, November 14, 3269"
4414,Paula,Spencer,Paula_Spencer7710@crzq7.store,"University of California, Santa Cruz","Sunday, January 14, 7016"
4415,Harvey,Snell,Harvey_Snell4221@ds59r.online,"University of California, Santa Cruz","Thursday, December 14, 6339"
4416,Sage,Giles,Sage_Giles5706@bcfhs.tech,University of Illinois at Urbana-Champaign,"Saturday, August 11, 9618"
4417,Elijah,Dale,Elijah_Dale9211@crzq7.ca,University of Miami,"Thursday, March 23, 9465"
4418,Jamie,Faulkner,Jamie_Faulkner3753@crzq7.site,Stanford University,"Tuesday, September 17, 9320"
4419,Mya,Amstead,Mya_Amstead2761@1wa8o.works,University of Connecticut,"Wednesday, October 21, 1125"
4420,Doug,Todd,Doug_Todd6681@urn0m.site,Johns Hopkins University,"Monday, November 5, 4570"
4421,Doug,Benson,Doug_Benson6917@ckzyi.shop,University of Michigan,"Thursday, February 2, 5060"
4422,Carina,Hastings,Carina_Hastings3764@ohqqh.tech,New York University,"Friday, March 20, 2387"
4423,Carissa,Tyrrell,Carissa_Tyrrell9292@c2nyu.pro,"University of California, Santa Cruz","Monday, February 22, 9999"
4424,Stella,Morgan,Stella_Morgan2662@qu9ml.net,"University of California, Santa Barbara (UCSB)","Thursday, January 14, 5830"
4425,Caitlyn,Warden,Caitlyn_Warden6407@3wbkp.directory,Vanderbilt University,"Wednesday, November 6, 5574"
4426,Rocco,Mould,Rocco_Mould7799@fhuux.net,Boston College,"Thursday, June 1, 1111"
4427,David,Hewitt,David_Hewitt7979@lyvnc.mobi,The Ohio State University,"Saturday, March 28, 8781"
4428,Kassandra,Page ,Kassandra_Page 1867@yvu30.directory,"University of California, Santa Cruz","Tuesday, September 23, 7603"
4429,Liv,Osman,Liv_Osman3755@iscmr.directory,University of Massachusetts Amherst,"Monday, February 20, 3865"
4430,Bethany,Lee,Bethany_Lee5781@y96lx.info,University of Utah,"Sunday, April 3, 3312"
4431,Marvin,Wheeler,Marvin_Wheeler5221@nmz0p.audio,University of Pittsburgh,"Tuesday, September 12, 7150"
4432,Maxwell,Wren,Maxwell_Wren471@hepmv.store,The Ohio State University,"Saturday, August 10, 1968"
4433,Daniel,Watt,Daniel_Watt5485@6ijur.center,Boston College,"Wednesday, January 20, 1351"
4434,Manuel,Varley,Manuel_Varley130@1wa8o.media,North Carolina State University,"Friday, May 20, 1729"
4435,Gina,Todd,Gina_Todd5197@nanoff.com,"University of California, Los Angeles (UCLA)","Wednesday, September 9, 1035"
4436,Michael,Darcy,Michael_Darcy1752@gnjps.info,Texas A&M University,"Tuesday, March 23, 5221"
4437,Gabriel,Goldsmith,Gabriel_Goldsmith4442@hepmv.edu,University of Virginia,"Sunday, January 21, 1674"
4438,Gwen,Emmott,Gwen_Emmott1029@gnjps.catering,"University of Maryland, Baltimore County","Tuesday, August 28, 8255"
4439,Roger,Power,Roger_Power5621@ckzyi.page,Virginia Polytechnic Institute and State University,"Thursday, April 4, 3901"
4440,Tony,Gordon,Tony_Gordon3160@ohqqh.video,Northeastern University,"Saturday, November 26, 3864"
4441,Sebastian,Skinner,Sebastian_Skinner8908@zynuu.works,The University of Arizona,"Sunday, December 1, 1118"
4442,Denis,Rogan,Denis_Rogan3846@zynuu.host,University of Rochester,"Tuesday, January 7, 3406"
4443,Bart,Armstrong,Bart_Armstrong6864@ckzyi.org,Drexel University,"Saturday, August 13, 0557"
4444,Bernadette,Moore,Bernadette_Moore2847@bqkv0.auction,Washington University in St. Louis,"Thursday, March 8, 5331"
4445,Aiden,Robinson,Aiden_Robinson2015@fhuux.edu,Lehigh University,"Tuesday, February 27, 2407"
4446,Samara,Farrant,Samara_Farrant7462@dvqq2.net,University of Minnesota,"Thursday, August 7, 0769"
4447,Joyce,Upton,Joyce_Upton5727@nb44i.club,"University of Maryland, Baltimore County","Saturday, December 25, 7869"
4448,Josh,Edley,Josh_Edley1112@hepmv.info,"University of Colorado, Denver","Saturday, September 9, 2243"
4449,Cedrick,Upton,Cedrick_Upton509@bcfhs.page,New York University,"Wednesday, June 26, 5411"
4450,Rick,Adams,Rick_Adams1732@xtwt3.business,Brown University,"Thursday, July 16, 8296"
4451,Jane,Janes,Jane_Janes946@uagvw.club,The University of Georgia,"Tuesday, May 13, 5721"
4452,Matt,Allen,Matt_Allen5451@nanoff.store,Virginia Polytechnic Institute and State University,"Friday, February 1, 8932"
4453,Evie,London,Evie_London8380@v1wn5.design,Northwestern University,"Sunday, September 6, 6212"
4454,Lucas,Khan,Lucas_Khan6999@karnv.autos,Yale University,"Saturday, June 3, 7380"
4455,Amy,Page ,Amy_Page 382@nb44i.ca,Arizona State University,"Saturday, July 14, 0035"
4456,Priscilla,Booth,Priscilla_Booth622@cke3u.name,University of Virginia,"Wednesday, January 27, 0371"
4457,Molly,Upsdell,Molly_Upsdell3776@jcf8v.online,Cornell University,"Saturday, November 5, 2472"
4458,Kirsten,Page ,Kirsten_Page 5793@cke3u.edu,Purdue University,"Friday, January 1, 2827"
4459,Stacy,Driscoll,Stacy_Driscoll8632@lyvnc.shop,Case Western Reserve University,"Wednesday, June 26, 0205"
4460,Ivette,Radcliffe,Ivette_Radcliffe3043@avn7d.audio,Washington State University,"Tuesday, March 29, 7233"
4461,Barry,Downing,Barry_Downing8036@bu2lo.software,Boston College,"Wednesday, April 22, 9620"
4462,Willow,Clarkson,Willow_Clarkson1912@yfxpw.page,Johns Hopkins University,"Wednesday, September 13, 6102"
4463,Rosemary,Savage,Rosemary_Savage7138@gkvds.shop,"University of California, Riverside","Monday, September 17, 3392"
4464,Gladys,Williams,Gladys_Williams9085@evyvh.zone,Virginia Polytechnic Institute and State University,"Sunday, March 9, 8302"
4465,Lily,Marshall,Lily_Marshall8603@lhp4j.tech,University of Wisconsin-Madison,"Saturday, December 20, 7884"
4466,Jennifer,Stevens,Jennifer_Stevens9795@1kmd3.catering,University of Iowa,"Thursday, January 18, 5376"
4467,Iris,Matthews,Iris_Matthews2150@yvu30.page,University of Pittsburgh,"Saturday, August 10, 7816"
4468,Tania,Russell,Tania_Russell4424@yvu30.shop,Columbia University,"Friday, October 5, 9838"
4469,Carl,Collins,Carl_Collins2207@yvu30.software,Indiana University Bloomington,"Sunday, April 21, 9867"
4470,Hayden,Russel,Hayden_Russel2187@1wa8o.net,"University of North Carolina, Chapel Hill","Sunday, August 11, 5776"
4471,Josh,Wigley,Josh_Wigley9178@iaart.org,Oregon State University,"Thursday, April 15, 8173"
4472,Candace,Addison,Candace_Addison5776@jcf8v.autos,"University of California, Santa Cruz","Friday, October 10, 8651"
4473,Javier,Clifford,Javier_Clifford1069@jcf8v.page,"University of Maryland, College Park","Saturday, January 10, 2133"
4474,David,Kennedy,David_Kennedy9223@xtwt3.shop,Georgia Institute of Technology,"Monday, June 22, 5007"
4475,Abdul,Stuart,Abdul_Stuart7013@cke3u.services,Boston University,"Sunday, July 28, 1833"
4476,Freya,Lyon,Freya_Lyon7190@3wbkp.site,University of Notre Dame,"Tuesday, October 21, 7636"
4477,Ronald,Redden,Ronald_Redden8232@gkvds.ca,Georgia Institute of Technology,"Tuesday, July 24, 8249"
4478,David,Hobbs,David_Hobbs6401@cdpfn.online,Boston University,"Saturday, February 9, 0036"
4479,Noah,Wilton,Noah_Wilton7912@kyb7t.directory,University of Colorado Boulder,"Saturday, January 7, 5978"
4480,Harry,Allcott,Harry_Allcott2863@ptr6k.business,University of Delaware,"Friday, November 2, 1404"
4481,Camila,Rodgers,Camila_Rodgers2865@urn0m.host,Michigan State University,"Thursday, May 29, 5597"
4482,Trisha,Rogers,Trisha_Rogers4277@xtwt3.design,Georgia Institute of Technology,"Saturday, March 27, 8438"
4483,Melinda,Booth,Melinda_Booth1820@zynuu.name,Tufts University,"Friday, April 21, 2490"
4484,Zoe,Simpson,Zoe_Simpson7602@xtwt3.works,Drexel University,"Friday, October 25, 0813"
4485,Logan,Rowe,Logan_Rowe7733@yfxpw.services,University of Massachusetts Amherst,"Saturday, September 29, 0908"
4486,Mason,Oswald,Mason_Oswald4501@chkzl.website,"University of Colorado, Denver","Thursday, November 18, 3109"
4487,Carina,Woodcock,Carina_Woodcock5288@crzq7.business,"University of North Carolina, Chapel Hill","Tuesday, July 27, 8060"
4488,Christy,Edler,Christy_Edler3244@uagvw.site,"University of California, Santa Cruz","Saturday, July 14, 5629"
4489,David,Taylor,David_Taylor2214@ds59r.auction,University of Hawai,"Monday, August 2, 5779"
4490,Destiny,Saunders,Destiny_Saunders2887@hepmv.media,University of Virginia,"Tuesday, April 14, 3164"
4491,Mason,Wilkinson,Mason_Wilkinson1981@yafr7.site,California Institute of Technology (Caltech),"Monday, November 25, 9140"
4492,Chelsea,Gray,Chelsea_Gray2912@cdpfn.pro,Drexel University,"Monday, November 15, 8821"
4493,Julian,Stewart,Julian_Stewart1692@dbxli.audio,Iowa State University,"Monday, July 29, 8452"
4494,Leslie,Andrews,Leslie_Andrews2660@6ijur.edu,University of Kansas,"Monday, July 31, 1420"
4495,Molly,Thorne,Molly_Thorne9113@cdpfn.online,"University of California, Santa Cruz","Friday, January 28, 2811"
4496,Owen,Brooks,Owen_Brooks5145@uagvw.works,Texas A&M University,"Thursday, September 3, 0263"
4497,Erin,Vaughan,Erin_Vaughan7225@jh02o.org,"University of Colorado, Denver","Thursday, April 29, 0162"
4498,Michael,Stevenson,Michael_Stevenson4336@jh02o.edu,"University of Colorado, Denver","Monday, April 5, 4460"
4499,Thea,Foxley,Thea_Foxley394@gnjps.property,University of Pennsylvania,"Sunday, March 12, 3567"
4500,Judith,Villiger,Judith_Villiger4216@kyb7t.edu,Northwestern University,"Wednesday, July 25, 7731"
4501,Greta,Barclay,Greta_Barclay2262@ckzyi.solutions,Georgetown University,"Monday, October 20, 5259"
4502,Harmony,Robertson,Harmony_Robertson8018@jcf8v.catering,North Carolina State University,"Sunday, July 3, 4405"
4503,Tony,Brown,Tony_Brown452@xqj6f.website,Florida State University,"Thursday, July 7, 9132"
4504,Ada,Asher,Ada_Asher3625@bqkv0.org,University of Rochester,"Monday, December 24, 0964"
4505,Lynn,Ross,Lynn_Ross9186@ckzyi.zone,Brown University,"Monday, November 11, 7501"
4506,Elly,Amstead,Elly_Amstead7770@nb44i.name,University of Oklahoma,"Sunday, August 10, 5575"
4507,Hank,Varndell,Hank_Varndell8283@6ijur.info,University of Rochester,"Tuesday, June 25, 2993"
4508,Elena,Hammond,Elena_Hammond9135@nanoff.media,George Washington University,"Saturday, December 11, 3097"
4509,Nicholas,Reynolds,Nicholas_Reynolds8179@gnjps.store,University of Rochester,"Wednesday, June 9, 9582"
4510,Parker,Morgan,Parker_Morgan7487@1wa8o.store,Dartmouth College,"Monday, November 1, 6032"
4511,Elena,Wood,Elena_Wood3527@ds59r.property,University of South Florida,"Monday, December 11, 3048"
4512,Lucas,Cavanagh,Lucas_Cavanagh6742@ds59r.works,Lehigh University,"Monday, July 5, 1582"
4513,Erick,Fall,Erick_Fall9670@dbxli.auction,University of Minnesota,"Friday, October 3, 9242"
